repo,commit_sha,committed_at,commit_message,commit_type,language,lines_added,lines_deleted,files_changed,test_files_changed,doc_files_changed,has_tests,cyclomatic_complexity,total_diff_hunks,commit_hour,day_of_week,is_weekend,is_night_commit,num_reviewers,review_comments,time_to_review_hours,test_coverage_pct,developer_experience,prior_bugs_author,churn_ratio,scatter_score,complexity_per_file,is_buggy
spring-projects/spring-framework,7502b92392,2026-03-28T19:27:23Z,Introduce DeferredBeanRegistrar and BeanRegistry#containsBean methods  Closes gh-21497,other,Java,420,21,14,7,0,1,100,441,19,5,1,0,2,1,14.7,50.0,8.0,8,19.09,0.0333,6.67,0
spring-projects/spring-framework,0abf97ff90,2026-03-28T19:38:03Z,Polishing,other,Java,22,14,9,5,0,1,11,36,19,5,1,0,2,4,2.9,55.6,5.0,8,1.47,0.3913,1.1,0
spring-projects/spring-framework,51a5489438,2026-03-29T15:34:32Z,Polishing,other,Java,8,7,1,1,0,1,4,15,15,6,1,0,1,0,22.4,100.0,9.5,8,1.0,0.1111,2.0,0
spring-projects/spring-framework,182e6b744a,2026-03-30T09:47:33Z,Polishing,other,Java,1,5,1,1,0,1,1,6,9,0,0,0,2,4,10.9,100.0,5.6,8,0.17,0.5,0.5,0
spring-projects/spring-framework,c68470d0fd,2026-03-30T11:21:24Z,Simplify Bean Override support in the SpringExtension  See gh-36096,other,Java,34,18,2,2,0,1,17,52,11,0,0,0,0,3,2.6,100.0,8.4,8,1.79,0.0571,5.67,0
spring-projects/spring-framework,a64b001f6a,2026-03-30T11:44:12Z,"Use AtomicBoolean as a ""plain"" holder in BeanOverrideUtils  Since the AtomicBoolean cannot be accessed by another thread, there is no need to use compareAndSet().",other,Java,4,2,1,1,0,1,1,6,11,0,0,0,1,7,0.1,100.0,7.9,8,1.33,0.2,0.5,0
spring-projects/spring-framework,27bc60e077,2026-03-30T14:59:24Z,Polishing,other,Java,9,7,1,0,0,0,5,16,14,0,0,0,0,5,18.6,0.0,5.6,8,1.12,0.1,2.5,0
spring-projects/spring-framework,b7a1157e66,2026-03-30T14:59:57Z,Correct Javadoc for MergedAnnotation.asAnnotationAttributes()  Closes gh-36567,docs,Java,2,1,1,0,0,0,1,3,14,0,0,0,1,3,1.0,0.0,9.9,8,1.0,0.3333,0.5,0
spring-projects/spring-framework,d10460d775,2026-03-30T15:17:07Z,Track class loading exceptions in MergedAnnotation.asMap()  Spring Framework 5.2 introduced a regression in our annotation processing support when the MergedAnnotations API was introduced. Consequentl,bugfix,Java,202,22,5,2,0,1,77,224,15,0,0,0,2,2,5.3,40.0,7.4,8,8.78,0.0246,12.83,1
spring-projects/spring-framework,f4cefb6ec5,2026-03-31T07:21:48Z,Upgrade to Jackson 3.1 and 2.21  This commit raises the Jackson baseline and upgrades related dependencies to Jackson 3.1 and 2.21 which are the new LTS.  Closes gh-36130,feature,Unknown,2,2,1,0,0,0,1,4,7,1,0,0,1,7,31.6,0.0,9.4,9,0.67,0.3333,0.5,0
spring-projects/spring-framework,a0d51c8f7d,2026-03-31T07:40:46Z,Upgrade to Dokka 2.2.0  Closes gh-36570,other,Unknown,1,1,1,0,0,0,1,2,7,1,0,0,2,7,0.6,0.0,9.6,9,0.5,0.5,0.5,0
spring-projects/spring-framework,c9c137ec51,2026-03-31T08:46:34Z,"Create and use RestClientXhrTransport  Prior to this commit, the `SockJsClient` would use the `RestTemplateXhrTransport`. `RestClient` is a modern replacement for RestTemplate and should be used inste",other,Java,473,5,4,1,0,1,100,478,8,1,0,0,1,4,14.8,25.0,9.0,9,78.83,0.0084,20.0,0
spring-projects/spring-framework,f850b051b5,2026-03-31T09:20:44Z,"Add MockRestServiceServer#createServer variant for RestClient  Prior to this commit, `MockRestServiceServer` would provide `createServer` shortcuts for `RestTemplate` and `RestGatewaySupport`.  Now th",feature,Java,16,5,1,1,0,1,7,21,9,1,0,0,1,1,6.8,100.0,2.5,9,2.67,0.0588,3.5,0
spring-projects/spring-framework,9c4b246c8c,2026-03-31T09:37:43Z,"Use RestClient in integration tests  Now that `RestClient` offers a better alternative, this commit revisits our integration tests to use `RestClient` instead of `RestTemplate`.  Closes gh-36573",test,Java,361,485,37,37,0,1,100,846,9,1,0,0,2,6,19.7,100.0,6.0,9,0.74,0.1022,2.63,0
spring-projects/spring-framework,83c2afb643,2026-03-31T10:26:11Z,"Deprecate RestTemplate and related types  As announced in ""the state of HTTP clients in Spring"" blog post (https://spring.io/blog/2025/09/30/the-state-of-http-clients-in-spring), the deprecation timel",docs,Java,91,10,35,15,0,1,34,101,10,1,0,0,2,4,32.8,42.9,9.2,9,8.27,0.3804,0.94,0
spring-projects/spring-framework,22adccd190,2026-03-31T15:49:21Z,"Deprecate methodIdentification() in CacheAspectSupport for removal  CacheAspectSupport currently contains a protected methodIdentification() method which is not used internally within the framework, a",test,Java,2,0,1,1,0,1,1,2,15,1,0,0,2,0,6.0,100.0,3.1,9,2.0,0.3333,0.5,0
spring-projects/spring-framework,b01fdb0140,2026-03-31T15:54:39Z,Fix ClassFileMethodMetadata return type names for primitives and arrays  Return correct names for primitive and array types Introduce resolveTypeName helper for ClassDesc handling Add ClassFileMethodM,bugfix,Java,106,1,3,2,0,1,37,107,15,1,0,0,0,3,7.0,66.7,2.3,9,53.0,0.028,9.25,1
spring-projects/spring-framework,8b62ea13a1,2026-03-31T15:56:47Z,"Remove deprecated methodIdentification() method in CacheAspectSupport  The Javadoc said it's used for logging, but it's not used anywhere.  Closes gh-36560  Signed-off-by: Yanming Zhou <zhouyanming@gm",refactor,Java,0,17,1,1,0,1,5,17,15,1,0,0,0,0,38.2,100.0,9.8,10,0.0,1.0,2.5,0
spring-projects/spring-framework,94e2f49e9f,2026-03-31T17:13:06Z,"Read multipart requests from RestTestClient  Prior to this commit, the `RestTestClient` MockMvc integration would support transforming client requests into MockMvc requests. `RestTestClient` can seria",feature,Java,110,13,2,2,0,1,42,123,17,1,0,0,1,7,34.7,100.0,2.3,10,7.86,0.018,14.0,0
spring-projects/spring-framework,2c973d3034,2026-03-31T20:03:36Z,"Mention when RestTemplate will be removed  `RestTemplate` is deprecated, this commit amends the JavaDoc to mention its scheduled removal for the next major version, Spring Framework 8.0.  See gh-36574",refactor,Java,1,1,1,0,0,0,1,2,20,1,0,0,2,1,0.6,0.0,2.3,10,0.5,0.5,0.5,0
spring-projects/spring-framework,7b8d8693dd,2026-04-01T08:08:53Z,"Fix AnnotationMetadata tests in Eclipse IDE  Since commit 89391fd94c, the getClassAttributeWhenUnknownClass() methods in SimpleAnnotationMetadataTests and DefaultAnnotationMetadataTests have failed in",bugfix,Java,62,15,2,2,0,1,26,77,8,2,0,0,1,6,12.0,100.0,4.1,10,3.88,0.0317,8.67,1
spring-projects/spring-framework,aebf7c97f7,2026-04-01T08:49:55Z,"Register overrides in HttpMessageConverters when defaults are off  Prior to this commit, all `with**Converter` methods in `HttpMessageConverters` builders would only apply if the `registerDefaults()` ",bugfix,Java,23,26,2,1,0,1,15,49,8,2,0,0,0,7,3.0,50.0,10.0,11,0.85,0.0833,5.0,1
spring-projects/spring-framework,3bf31e45dd,2026-04-01T18:59:45Z,Replace DeferredBeanRegistrar with implicit ordering semantics  GenericApplicationContext-registered BeanRegistrars are invoked after other programmatic bean definitions. Configuration-imported BeanRe,other,Java,47,163,10,6,0,1,65,210,18,2,0,0,2,4,29.9,60.0,9.2,12,0.29,0.2083,5.91,0
spring-projects/spring-framework,e78af58af3,2026-04-01T19:15:50Z,"Fix Writer lifecycle for writeInternal(Object, Type, Writer)  Closes gh-36565",bugfix,Java,1,1,2,0,0,0,1,2,19,2,0,0,1,3,1.2,0.0,9.5,12,0.5,1.0,0.33,1
spring-projects/spring-framework,3f01e3fe11,2026-04-01T19:15:58Z,Polishing,other,Java,1,4,1,0,0,0,1,5,19,2,0,0,0,5,56.2,0.0,6.7,13,0.2,0.5,0.5,0
spring-projects/spring-framework,40ef6f6872,2026-04-02T08:13:17Z,"Fix method and annotation metadata for ClassFile variant  Prior to this commit, the ClassFile variant for  annotation and method metadata would report incorrect metadata for: * the method return type ",bugfix,Java,97,116,6,3,0,1,68,213,8,3,0,0,0,0,40.2,50.0,8.7,13,0.83,0.0612,9.71,1
spring-projects/spring-framework,d5b6f4a7ee,2026-04-02T08:56:07Z,Polish BeanRegistrar Javadoc and add tests for non-invocation semantics  Revise the BeanRegistrar Javadoc to document the two distinct usage modes: @Configuration/@Import and programmatic GenericAppli,feature,Java,176,65,5,3,0,1,81,241,8,3,0,0,0,0,0.3,60.0,6.9,14,2.67,0.0282,13.5,0
spring-projects/spring-framework,c5b9c3d604,2026-04-02T09:05:59Z,"Add 2D array tests, use AssertJ assumptions, and polish  See gh-36577",feature,Java,70,26,1,1,0,1,32,96,9,3,0,0,1,0,11.9,100.0,5.4,14,2.59,0.0141,16.0,0
spring-projects/spring-framework,b6fc3a1b6f,2026-04-02T09:16:42Z,Enforce use of AssertJ assumptions via Checkstyle  Closes gh-36582,other,Java,56,44,11,10,0,1,32,100,9,3,0,0,2,6,13.3,90.9,9.8,14,1.24,0.193,2.67,0
spring-projects/spring-framework,d767806977,2026-04-02T09:40:48Z,Ignore .cursor directory,other,Unknown,1,0,1,0,0,0,1,1,9,3,0,0,1,6,2.6,0.0,8.0,14,1.0,0.5,0.5,0
spring-projects/spring-framework,24c7d31ba7,2026-04-02T10:11:38Z,Polishing,other,Java,7,7,2,2,0,1,4,14,10,3,0,0,2,4,17.6,100.0,1.7,14,0.88,0.25,1.33,0
spring-projects/spring-framework,7590c4c92e,2026-04-02T11:32:32Z,Fix Javadoc link  See gh-36581,bugfix,Java,1,1,1,0,0,0,1,2,11,3,0,0,1,2,28.5,0.0,4.9,14,0.5,0.5,0.5,1
spring-projects/spring-framework,e977bd7bf0,2026-04-02T12:30:51Z,Enforce strict implementation of Resource#isReadable() contract  Closes gh-36584,feature,Java,45,1,2,1,0,1,16,46,12,3,0,0,2,2,29.2,50.0,4.7,15,22.5,0.0435,5.33,0
spring-projects/spring-framework,2086508924,2026-04-02T12:41:26Z,Polish  See gh-36581,other,Java,3,3,1,0,0,0,1,6,12,3,0,0,0,3,6.5,0.0,4.8,15,0.75,0.25,0.5,0
spring-projects/spring-framework,d87ebbff78,2026-04-02T12:48:09Z,Polishing  See gh-36584,other,Java,1,1,1,1,0,1,1,2,12,3,0,0,2,7,71.5,100.0,8.7,15,0.5,0.5,0.5,0
spring-projects/spring-framework,00fbd91cca,2026-04-02T14:51:17Z,"Skip annotations that cannot be processed in AnnotationBeanNameGenerator  Prior to this commit, AnnotationBeanNameGenerator failed when searching for a convention-based bean name, if an annotation ref",feature,Java,65,1,2,1,0,1,23,66,14,3,0,0,1,0,9.1,50.0,7.7,15,32.5,0.0303,7.67,1
spring-projects/spring-framework,f2c0ad484e,2026-04-02T15:14:03Z,Fix typo in HttpRange error message  Closes gh-36590  Signed-off-by: xxxxxxjun <ryuu.public@gmail.com>,bugfix,Java,1,1,1,0,0,0,1,2,15,3,0,0,0,4,2.7,0.0,4.5,16,0.5,0.5,0.5,1
spring-projects/spring-framework,7b087d1a6c,2026-04-02T15:20:38Z,Disable flaky reactorNettyAttributes() test in WebClientIntegrationTests  See gh-36589,test,Java,2,0,1,1,0,1,1,2,15,3,0,0,2,0,1.1,100.0,9.1,17,2.0,0.3333,0.5,0
spring-projects/spring-framework,1ead8bf1ab,2026-04-02T16:39:37Z,Polishing,other,Java,6,5,2,2,0,1,3,11,16,3,0,0,1,3,3.7,100.0,3.6,17,1.0,0.2857,1.0,0
spring-projects/spring-framework,f993e9710d,2026-04-03T14:16:43Z,"Align with JDK by throwing TypeNotPresentException in MergedAnnotations  Prior to this commit, we used ClassUtils.resolveClassName() in TypeMappedAnnotation.adapt(...) which throws an IllegalStateExce",other,Java,59,26,6,3,0,1,28,85,14,4,0,0,1,0,0.3,50.0,1.6,17,2.19,0.1,4.0,1
spring-projects/spring-framework,546ae15a44,2026-04-04T11:16:43Z,Support JSON list deserialization in KotlinSerializationStringDecoder  See gh-36597 Signed-off-by: Dmitry Sulman <dmitry.sulman@gmail.com>,other,Java,60,9,4,3,0,1,23,69,11,5,1,0,1,7,3.1,75.0,5.2,18,6.0,0.0656,4.6,0
spring-projects/spring-framework,c04b502866,2026-04-04T14:37:19Z,Polishing,other,Java,13,12,5,0,0,0,8,25,14,5,1,0,0,2,2.4,0.0,8.4,18,1.0,0.3571,1.33,0
spring-projects/spring-framework,38464a15dc,2026-04-04T15:17:27Z,"Retain source declaration order in AnnotatedTypeMetadata on Java 24+  Prior to this commit, ClassFileAnnotationDelegate created MergedAnnotations from a HashSet, which resulted in a non-deterministic ",feature,Java,42,18,6,4,0,1,20,60,15,5,1,0,0,1,1.8,66.7,8.7,18,2.21,0.1395,2.86,0
spring-projects/spring-framework,2ee4c3a363,2026-04-05T16:43:47Z,Provide bean conditional registration capabilities in BeanRegistrarDsl  Closes gh-36601,other,Unknown,43,1,2,1,0,1,15,44,16,6,1,0,0,2,3.5,50.0,6.4,18,21.5,0.0455,5.0,0
spring-projects/spring-framework,bfbfe4a572,2026-04-06T14:48:50Z,Fix BridgeMethodResolverTests.findBridgedMethodInHierarchy() in Eclipse,bugfix,Java,8,1,1,1,0,1,3,9,14,0,0,0,2,1,0.0,100.0,7.6,18,4.0,0.1111,1.5,1
spring-projects/spring-framework,97e10a5948,2026-04-06T14:51:50Z,Fix flaky SpEL tests  This commit fixes SpEL related tests that failed if the test methods were executed in a different order than in the Gradle build.,bugfix,Java,19,1,3,3,0,1,6,20,14,0,0,0,2,4,4.0,100.0,6.6,19,9.5,0.15,1.5,1
spring-projects/spring-framework,9d365906b5,2026-04-06T14:53:12Z,Fix typo,bugfix,Java,1,1,1,1,0,1,1,2,14,0,0,0,1,7,16.2,100.0,6.8,20,0.5,0.5,0.5,1
spring-projects/spring-framework,6062363738,2026-04-06T15:32:05Z,"Use canonical names in error messages in annotation processing  Prior to this commit, we invoked `Class.getName()` when building error messages during annotation processing, resulting in exceptions li",feature,Java,143,113,21,8,0,1,83,256,15,0,0,0,0,5,0.5,38.1,6.4,21,1.25,0.1458,3.77,1
spring-projects/spring-framework,78c32aa7d2,2026-04-06T18:55:06Z,Fix typo in FormTag Javadoc and TLD  Closes gh-36610  Signed-off-by: xxxxxxjun <ryuu.public@gmail.com>,bugfix,Java,2,2,2,0,0,0,1,4,18,0,0,0,0,4,1.6,0.0,8.8,22,0.67,0.6667,0.33,1
spring-projects/spring-framework,14466eef4c,2026-04-07T09:52:47Z,Document valid SpEL separators for tokenizer,docs,Unknown,1,0,1,0,0,0,1,1,9,1,0,0,0,3,3.8,0.0,2.6,23,1.0,0.5,0.5,0
spring-projects/spring-framework,8d390f4e5a,2026-04-07T15:54:43Z,Polish SpEL documentation,docs,Unknown,9,2,2,0,0,0,3,11,15,1,0,0,1,5,23.6,0.0,6.8,23,3.0,0.2,1.0,0
spring-projects/spring-framework,f3b6c222f9,2026-04-07T16:16:09Z,"Use ClassLoader for method or field in MergedAnnotation  Prior to this commit, the `return` keyword was missing in TypeMappedAnnotation's getClassLoader() implementation, which prevented the ClassLoad",bugfix,Java,20,1,2,1,0,1,7,21,16,1,0,0,2,1,32.1,50.0,2.8,23,10.0,0.0952,2.33,1
spring-projects/spring-framework,c4c0aca69b,2026-04-08T08:11:23Z,Polishing,other,Java,5,3,1,1,0,1,2,8,8,2,0,0,0,4,2.5,100.0,7.8,24,1.25,0.1667,1.0,0
spring-projects/spring-framework,62c6d67615,2026-04-08T08:27:12Z,Align StandardMethodMetadata with ASM/ClassFile support for getReturnTypeName()  We currently have three implementations of MethodMetadata:  - StandardMethodMetadata (Java reflection) - SimpleMethodMe,feature,Java,23,35,3,1,0,1,18,58,8,2,0,0,1,2,3.3,33.3,5.9,24,0.64,0.125,4.5,0
spring-projects/spring-framework,d4cc273c31,2026-04-08T09:07:15Z,Avoid recursion in ClassFileAnnotationMetadata.resolveTypeName()  See gh-36577,other,Java,4,3,1,0,0,0,2,7,9,2,0,0,0,2,7.2,0.0,6.4,24,1.0,0.2,1.0,0
spring-projects/spring-framework,0f05a2e153,2026-04-08T09:37:05Z,Polish ClassFileMethodMetadata,other,Java,19,18,1,0,0,0,12,37,9,2,0,0,1,0,8.0,0.0,1.7,24,1.0,0.05,6.0,0
spring-projects/spring-framework,f602967dbc,2026-04-08T09:42:09Z,Consistently supply List to MergedAnnotations.of(),other,Java,4,2,2,0,0,0,1,6,9,2,0,0,0,1,0.9,0.0,2.2,24,1.33,0.4,0.33,0
spring-projects/spring-framework,f7d3556b8c,2026-04-08T09:58:36Z,Polish DisconnectedClientHelper  Use `CollectionUtils::newLinkedHashSet` instead of `LinkedHashSet::new` to avoid resizing.  Closes gh-36618  Signed-off-by: Yanming Zhou <zhouyanming@gmail.com>,feature,Java,2,2,1,0,0,0,1,4,9,2,0,0,0,0,2.1,0.0,7.8,24,0.67,0.3333,0.5,0
spring-projects/spring-framework,b560c7b85d,2026-04-08T10:35:24Z,Improve Javadoc for MergedAnnotations,docs,Java,14,14,1,0,0,0,9,28,10,2,0,0,0,1,14.6,0.0,8.5,24,0.93,0.0667,4.5,0
spring-projects/spring-framework,c17f25f939,2026-04-08T10:39:40Z,Fall back to type name in ClassUtils.getCanonicalName()  See gh-36607,other,Java,4,3,1,0,0,0,2,7,10,2,0,0,2,1,1.6,0.0,1.9,24,1.0,0.2,1.0,0
spring-projects/spring-framework,8566e7bf55,2026-04-08T11:27:52Z,Favor Class#getTypeName over ClassUtils#getQualifiedName where feasible,other,Java,9,17,7,0,0,0,8,26,11,2,0,0,2,7,1.4,0.0,4.5,24,0.5,0.7,1.0,0
spring-projects/spring-framework,0150c4ba06,2026-04-08T11:39:10Z,Avoid MessageFormat rendering for exception messages in binding errors  Closes gh-36609,other,Java,39,7,2,1,0,1,15,46,11,2,0,0,1,6,16.7,50.0,3.3,24,4.88,0.05,5.0,1
spring-projects/spring-framework,b8f1005897,2026-04-08T11:39:20Z,Improve SpringValidatorAdapter and MethodValidationAdapter performance  Closes gh-36621,other,Java,28,11,2,0,0,0,13,39,11,2,0,0,0,4,4.8,0.0,7.2,25,2.33,0.069,4.33,0
spring-projects/spring-framework,1687d90a8c,2026-04-08T11:41:32Z,Polishing,other,Java,50,31,5,0,0,0,26,81,11,2,0,0,0,4,1.4,0.0,3.0,25,1.56,0.098,4.33,0
spring-projects/spring-framework,d7ddfe8d2e,2026-04-08T11:41:57Z,"Upgrade to Log4J 2.25.4, Groovy 5.0.5, Hibernate ORM 7.2.10, Mockito 5.23, Checkstyle 13.4",other,Java,5,5,2,0,0,0,3,10,11,2,0,0,0,6,6.7,0.0,7.1,25,0.83,0.3333,1.0,0
spring-projects/spring-framework,18b8f871aa,2026-04-08T11:48:22Z,Prevent mockk from transitively pulling in JUnit 4,other,Unknown,3,1,1,0,0,0,1,4,11,2,0,0,2,1,1.8,0.0,9.7,25,1.5,0.25,0.5,0
spring-projects/spring-framework,3d211b71b1,2026-04-08T13:28:29Z,Revise target bean exception with consistent message formatting,other,Java,44,48,3,2,0,1,29,92,13,2,0,0,1,4,10.2,66.7,3.4,25,0.9,0.0667,7.25,1
spring-projects/spring-framework,f78264d158,2026-04-08T14:04:17Z,Polish contribution  See gh-36626,other,Java,17,63,2,1,0,1,24,80,14,2,0,0,0,5,6.1,50.0,6.3,26,0.27,0.1111,8.0,0
spring-projects/spring-framework,4b0101a9dc,2026-04-08T14:07:33Z,"Defensively copy sentDate in SimpleMailMessage  Use defensive Date copies for sentDate to avoid shared mutable state.  Apply consistent handling in setSentDate, getSentDate, the copy constructor, and ",feature,Java,118,5,2,1,0,1,42,123,14,2,0,0,0,0,1.7,50.0,7.4,26,19.67,0.0168,14.0,1
spring-projects/spring-framework,6251b2c0c9,2026-04-08T15:13:14Z,"Support @⁠Sql with DataSource wrapped in a TransactionAwareDataSourceProxy  Prior to this commit, SqlScriptsTestExecutionListener unwrapped data sources wrapped in an InfrastructureProxy or a scoped p",feature,Java,87,3,2,2,0,1,31,90,15,2,0,0,1,1,17.1,100.0,3.9,27,21.75,0.0227,10.33,0
spring-projects/spring-framework,e4d03f6625,2026-04-09T08:58:57Z,"Skip binding entirely when field is not allowed  Prior to this commit, fields that are not allowed for binding were always skipped and would not be bound. But the field and default marker support (wit",bugfix,Java,20,1,2,1,0,1,7,21,8,3,0,0,0,4,9.3,50.0,2.5,27,10.0,0.0952,2.33,1
spring-projects/spring-framework,644731c9f6,2026-04-09T10:15:33Z,Document that `spring.profiles.active` is ignored by @⁠ActiveProfiles  The Spring TestContext Framework does not honor the `spring.profiles.active` system property when determining active profiles for,feature,Java,95,0,4,4,0,1,33,95,10,3,0,0,2,10,90.4,100.0,1.3,28,95.0,0.0417,6.6,1
spring-projects/spring-framework,99b78adce3,2026-04-09T10:52:18Z,Revise documentation for @⁠ActiveProfiles and ActiveProfilesResolver  See gh-36269 See gh-36600,docs,Java,41,24,5,5,0,1,21,65,10,3,0,0,1,0,15.8,100.0,6.8,29,1.64,0.119,3.5,0
spring-projects/spring-framework,22bcac1eb5,2026-04-10T09:42:41Z,"Refine Kotlin serialization contribution  This commit moves the JSON specific code to KotlinSerializationJsonDecoder, uses switchOnFirst operator to keep the existing behavior and derives the list ser",refactor,Java,86,10,4,2,0,1,33,96,9,4,0,0,1,5,19.5,50.0,6.8,29,7.82,0.046,6.6,0
spring-projects/spring-framework,efb85d68ef,2026-04-10T10:59:17Z,Apply nullable value class fix to InvocableHandlerMethod  See gh-36449,bugfix,Java,21,6,5,3,0,1,9,27,10,4,0,0,0,1,13.4,60.0,8.6,29,3.0,0.2273,1.5,1
spring-projects/spring-framework,c2cf5e065d,2026-04-10T13:00:13Z,"Perform case-insensitive lookup in HttpMethod.valueOf()  Prior to this commit, the implementation of HttpMethod.valueOf() aligned with the semantics of Enum#valueOf() which requires an exact match for",feature,Java,15,3,2,1,0,1,6,18,13,4,0,0,2,7,21.9,50.0,6.4,30,3.75,0.125,2.0,0
spring-projects/spring-framework,9c8535f5e4,2026-04-10T14:17:38Z,"Compile SpEL expressions that use Optional with null-safe & Elvis operators  In Spring Framework 7.0, we introduced support for using `Optional` with the null-safe and Elvis operators in SpEL expressi",feature,Java,339,9,8,2,0,1,100,348,14,4,0,0,1,1,15.9,25.0,1.7,30,33.9,0.0235,11.11,0
spring-projects/spring-framework,59f9cf8645,2026-04-12T12:20:50Z,Polish SpEL internals,other,Java,60,44,5,0,0,0,34,104,12,6,1,0,2,0,39.5,0.0,6.0,30,1.33,0.082,5.67,0
spring-projects/spring-framework,21f3b964fe,2026-04-12T12:28:33Z,Improve SpEL tests for Elvis and Ternary operators,test,Java,47,57,2,2,0,1,33,104,12,6,1,0,2,3,21.5,100.0,8.4,30,0.81,0.0417,11.0,0
spring-projects/spring-framework,84221064c8,2026-04-12T14:33:38Z,Polish SpEl Ternary operator and compilation tests,test,Java,322,291,2,1,0,1,100,613,14,6,1,0,0,4,15.4,50.0,1.1,30,1.1,0.0062,33.33,0
spring-projects/spring-framework,a3705632c1,2026-04-12T15:09:28Z,Polish SpEL Ternary and Elvis operators,other,Java,19,18,2,0,0,0,12,37,15,6,1,0,1,0,2.0,0.0,2.5,30,1.0,0.1,4.0,0
spring-projects/spring-framework,28f78f435e,2026-04-12T15:11:07Z,Introduce missing tests for immediate SpEL compilation for Elvis operator,test,Java,22,1,2,1,0,1,8,23,15,6,1,0,2,4,0.3,50.0,4.2,30,11.0,0.087,2.67,0
spring-projects/spring-framework,d7450ce8e4,2026-04-13T10:58:36Z,Polish SpelCompilationCoverageTests,test,Java,6,6,1,1,0,1,3,12,10,0,0,0,2,6,5.5,100.0,7.7,30,0.86,0.1429,1.5,0
spring-projects/spring-framework,df828458fa,2026-04-14T14:15:43Z,"Clarify semantics of HttpMethod.valueOf()  HttpMethod.valueOf() performs a case-sensitive lookup of predefined HttpMethod constants. For example, valueOf(""GET"") resolves to HttpMethod.GET, whereas val",feature,Java,4,0,1,0,0,0,1,4,14,1,0,0,0,0,4.2,0.0,9.0,30,4.0,0.2,0.5,0
spring-projects/spring-framework,cb320468db,2026-04-14T14:17:20Z,Further clarify semantics of HttpMethod.valueOf()  See gh-36652,other,Java,6,2,1,0,0,0,2,8,14,1,0,0,0,3,19.8,0.0,8.4,30,2.0,0.1429,1.0,0
spring-projects/spring-framework,829add3aa9,2026-04-14T14:30:56Z,Update Javadoc for HttpMethod.valueOf() on main  See gh-36642 See gh-36652,docs,Java,9,0,1,0,0,0,3,9,14,1,0,0,2,1,5.5,0.0,8.5,30,9.0,0.1,1.5,0
spring-projects/spring-framework,d169eb547e,2026-04-15T12:30:03Z,Polishing,other,Java,6,6,4,0,0,0,3,12,12,2,0,0,1,2,1.3,0.0,5.3,30,0.86,0.5714,0.6,0
spring-projects/spring-framework,68c575ab14,2026-04-16T12:20:25Z,"Revise ""Skip binding entirely when field is not allowed""  This commit reverts the changes made to WebDataBinder's doBind() implementation in e4d03f6625 and instead implements the skipping logic direct",bugfix,Java,135,52,2,1,0,1,62,187,12,3,0,0,2,7,7.1,50.0,3.7,30,2.55,0.0147,20.67,1
spring-projects/spring-framework,c9b88b4ebd,2026-04-16T12:38:17Z,Extract ServletRequestParameterPropertyValuesTests,test,Java,87,54,2,2,0,1,46,141,12,3,0,0,2,4,2.7,100.0,6.0,31,1.58,0.0227,15.33,0
spring-projects/spring-framework,ab6637c670,2026-04-16T13:11:39Z,Completely extract ServletRequestParameterPropertyValuesTests  This aligns with changes to ServletRequestParameterPropertyValuesTests on 6.2.x.,test,Java,32,38,2,2,0,1,22,70,13,3,0,0,1,2,17.2,100.0,9.5,31,0.82,0.0606,7.33,0
spring-projects/spring-framework,61bd79017f,2026-04-16T14:31:57Z,Polish WebRequestDataBinderTests,test,Java,6,6,1,1,0,1,3,12,14,3,0,0,2,1,9.3,100.0,7.9,31,0.86,0.1429,1.5,0
spring-projects/spring-framework,63817ce202,2026-04-16T14:33:43Z,Add missing tests for WebRequestDataBinder  See gh-36625,feature,Java,39,3,1,1,0,1,14,42,14,3,0,0,1,6,4.4,100.0,5.0,31,9.75,0.025,7.0,0
spring-projects/spring-framework,9f92183710,2026-04-16T14:36:47Z,Upgrade to Kotlin Serialization 1.11.0  Closes gh-36657,other,Unknown,1,1,1,0,0,0,1,2,14,3,0,0,2,3,47.3,0.0,7.3,31,0.5,0.5,0.5,0
spring-projects/spring-framework,7052da4532,2026-04-16T20:14:26Z,Add doOnDiscard in MultipartHttpMessageReader  Closes gh-36563,feature,Java,4,0,1,0,0,0,1,4,20,3,0,0,0,4,16.3,0.0,1.4,31,4.0,0.2,0.5,0
spring-projects/spring-framework,802fa4d65e,2026-04-16T21:27:59Z,Refine RetryListener example  See gh-36452,other,Unknown,18,13,1,0,0,0,10,31,21,3,0,0,0,6,10.0,0.0,5.9,31,1.29,0.0526,5.0,0
spring-projects/spring-framework,91852546d9,2026-04-16T21:28:46Z,Upgrade to Reactor 2025.0.5 and Micrometer 1.16.5  Includes Hibernate ORM 7.2.11  Closes gh-36658 Closes gh-36659,other,Unknown,3,3,1,0,0,0,1,6,21,3,0,0,1,7,48.6,0.0,8.0,31,0.75,0.25,0.5,0
spring-projects/spring-framework,be70e1c5a7,2026-04-17T06:33:14Z,Next development version (v7.0.8-SNAPSHOT),other,Unknown,1,1,1,0,0,0,1,2,6,4,0,0,0,2,1.2,0.0,3.8,31,0.5,0.5,0.5,0
